Year,Region,Index,Source,Sector,Sub-sector,Sub-sub-sector,Total,CO2,CH4,N2O,HFCs,PFCs,SF6,NF3,CO2eq,Unit
1999,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,223.8704416,0.015326466,0.001241226,0,0,0,0,224.6285074,kt
2000,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,221.131504,0.012728711,0.001006174,0,0,0,0,221.7545439,kt
2001,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,334.3249516,0.022520565,0.002327392,0,0,0,0,335.5722863,kt
2002,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,314.6126983,0.022691311,0.002314476,0,0,0,0,315.8613912,kt
2003,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,286.1131168,0.020060013,0.002127985,0,0,0,0,287.2387133,kt
2004,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,316.6132362,0.02338138,0.002500407,0,0,0,0,317.9305226,kt
2005,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,301.6565434,0.021530354,0.002351026,0,0,0,0,302.8824152,kt
2006,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,276.8667396,0.020250814,0.002148265,0,0,0,0,278.0030525,kt
2007,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,274.7983188,0.021755243,0.002272036,0,0,0,0,276.0095552,kt
2008,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,274.0038674,0.022740543,0.002331253,0,0,0,0,275.2583847,kt
2009,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,206.5095995,0.013422455,0.001621267,0,0,0,0,207.3150641,kt
2010,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,222.6541362,0.013762132,0.001641958,0,0,0,0,223.4745947,kt
2011,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,209.4136882,0.016994881,0.001562798,0,0,0,0,210.3036864,kt
2012,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,207.8646704,0.019670822,0.001635968,0,0,0,0,208.8489848,kt
2013,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,206.5602007,0.020927798,0.001727276,0,0,0,0,207.6039071,kt
2014,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,210.1050561,0.020169731,0.001662263,0,0,0,0,211.1103082,kt
2015,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,204.0042439,0.018531062,0.001530471,0,0,0,0,204.9286884,kt
2016,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,200.5190552,0.018738104,0.001543876,0,0,0,0,201.4528492,kt
2017,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,198.1993209,0.018604161,0.00163761,0,0,0,0,199.154204,kt
2018,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,216.4866072,0.022547103,0.001885411,0,0,0,0,217.6175599,kt
2019,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,203.1487733,0.021062042,0.00174037,0,0,0,0,204.1997085,kt
2020,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,238.6542274,0.02795354,0.002294247,0,0,0,0,240.0449021,kt
2021,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,212.9352712,0.020651201,0.001711338,0,0,0,0,213.9670093,kt
2022,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,245.5412651,0.025607814,0.002105846,0,0,0,0,246.8163331,kt
2023,Alberta,31,Heavy Industry,Lime and Gypsum,,, ,247.5984212,0.026235497,0.002148671,0,0,0,0,248.902413,kt
1990,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,9076.95942,3.519130983,2.72716874,0,0,0,0,9898.194804,kt
1991,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,9813.148464,3.530831269,2.8650276,0,0,0,0,10671.24405,kt
1992,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,9504.82482,3.515487106,2.876597712,0,0,0,0,10365.55685,kt
1993,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,9592.086875,3.420899775,2.846523019,0,0,0,0,10442.20067,kt
1994,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,11238.13073,3.846534146,2.555318416,0,0,0,0,12022.99307,kt
1995,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,11311.48466,4.179287911,2.645873877,0.020657486,0,0,0,12129.68196,kt
1996,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,11019.17854,4.4272831,2.959882722,0.007062808,0,0,0,11927.51845,kt
1997,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,11615.39642,4.321242437,2.877957618,0.15990167,0,0,0,12499.20988,kt
1998,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,11963.94815,4.474884694,2.897056036,0.193902005,0,0,0,12857.15867,kt
1999,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,11950.33878,4.526917903,3.302051061,0.316254767,0,0,0,12952.45226,kt
2000,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,12153.2699,4.996203233,3.689693833,0.138126359,0,0,0,13271.07058,kt
2001,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,12204.9458,4.875651158,3.862500732,0.378525284,0,0,0,13365.40526,kt
2002,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,11730.17483,5.109657434,3.747291974,0.543950212,0,0,0,12866.82156,kt
2003,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,11742.58516,4.942323926,3.794433196,0.370321175,0,0,0,12886.86535,kt
2004,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,12752.83993,5.662154171,3.53845486,0.177940663,0,0,0,13849.24872,kt
2005,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,12594.60582,5.309479572,3.752487905,0.318728403,0,0,0,13737.99927,kt
2006,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,12507.56568,5.044680332,3.659929177,0.404100584,0,0,0,13619.10206,kt
2007,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,11659.86726,5.221811107,3.34182336,3.19101915,0,0,0,12694.85218,kt
2008,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,11768.39955,5.198921881,2.32254229,3.849417982,0,0,0,12533.29249,kt
2009,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,11211.43104,4.80551807,1.23630719,9.511205894,0,0,0,11683.11816,kt
2010,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,12155.90744,5.08332036,1.481657674,22.01545579,0,0,0,12712.89515,kt
2011,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,13637.66918,5.525866908,1.456264839,25.10665282,0,0,0,14203.41029,kt
2012,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,14317.93863,5.760045228,1.130604768,23.22451317,0,0,0,14802.05467,kt
2013,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,14326.45521,5.818780677,0.945455327,20.49115557,0,0,0,14760.41789,kt
2014,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,16074.20055,6.244568608,0.656596521,22.97637484,0,0,0,16446.02292,kt
2015,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,14384.52872,5.798025882,0.678053149,23.97233887,0,0,0,14750.52987,kt
2016,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,12063.17171,5.519582609,0.741479704,22.24047577,0,0,0,12436.45262,kt
2017,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,12401.37202,5.840500494,0.700430365,16.25030196,0,0,0,12766.77038,kt
2018,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,11787.87521,5.647934851,0.766880234,17.36330601,0,0,0,12166.60396,kt
2019,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,12463.39451,5.326379568,0.707590156,13.12530465,0,0,0,12813.16983,kt
2020,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,13125.31609,5.759498448,0.50667982,7.386009191,0,0,0,13428.23821,kt
2021,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,12981.45832,5.315211878,0.582444765,3.487296834,0,0,0,13288.11941,kt
2022,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,12733.37351,5.453970444,0.346357408,2.994188859,0,0,0,12980.86358,kt
2023,Alberta,32,Heavy Industry,Chemicals and Fertilizers,,, ,13165.58065,5.164291393,0.371828354,1.068365772,0,0,0,13409.78369,kt
1990,Alberta,33,Buildings,,,, y,11841.59573,9.689179864,0.303256238,0,0,0,0,12193.25567,kt
1991,Alberta,33,Buildings,,,, y,11597.96552,9.735278282,0.301069767,0,0,0,0,11950.3368,kt
1992,Alberta,33,Buildings,,,, y,11036.89382,9.826892701,0.282288163,0,0,0,0,11386.85318,kt
1993,Alberta,33,Buildings,,,, y,11711.84628,10.09185642,0.288851546,0,0,0,0,12070.96392,kt
1994,Alberta,33,Buildings,,,, y,12457.40997,10.36198741,0.322436681,0,0,0,0,12832.99134,kt
1995,Alberta,33,Buildings,,,, y,13679.29225,10.6739078,0.378476816,34.42938841,0,0,0,14112.88741,kt
1996,Alberta,33,Buildings,,,, y,14966.19572,11.05825158,0.378789544,64.38522701,0,0,0,15440.59122,kt
1997,Alberta,33,Buildings,,,, y,14399.09392,10.72158171,0.373502697,87.49636023,0,0,0,14885.77278,kt
1998,Alberta,33,Buildings,,,, y,13589.01522,10.65079676,0.379310777,129.9484401,0,0,0,14117.70333,kt
1999,Alberta,33,Buildings,,,, y,13197.25087,10.32502052,0.407094979,163.9561202,0,0,0,13758.18773,kt
