Year,Region,Index,Source,Sector,Sub-sector,Sub-sub-sector,Total,CO2,CH4,N2O,HFCs,PFCs,SF6,NF3,CO2eq,Unit
2023,New Brunswick,21,Transport,Freight Transport,,, y,836.9493316,0.047445968,0.063101579,15.8070017,0,0,0,870.8067388,kt
1990,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,726.8554285,0.053197592,0.057787975,0,0,0,0,743.6587746,kt
1991,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,738.1157185,0.05248101,0.055222834,0,0,0,0,754.2192379,kt
1992,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,774.7178466,0.053964085,0.054275539,0,0,0,0,790.6118589,kt
1993,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,815.4615886,0.054806505,0.055511842,0,0,0,0,831.7068088,kt
1994,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,890.3046608,0.057466433,0.057346101,0,0,0,0,907.1104378,kt
1995,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,940.1443857,0.05892222,0.056954262,1.107358261,0,0,0,957.9944457,kt
1996,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,989.2633946,0.060626744,0.060055336,2.030437717,0,0,0,1008.906045,kt
1997,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,980.4672172,0.057989354,0.061413089,2.878995,0,0,0,1001.244383,kt
1998,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,998.566155,0.056887228,0.060752093,4.137110394,0,0,0,1020.395413,kt
1999,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,1112.120962,0.06086232,0.071680137,7.067599533,0,0,0,1139.887943,kt
2000,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,1186.769832,0.062637435,0.082895237,9.919062146,0,0,0,1220.40998,kt
2001,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,1128.018551,0.058533056,0.083413094,10.51425176,0,0,0,1162.276198,kt
2002,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,1080.495296,0.054981283,0.083716455,11.28452974,0,0,0,1115.504162,kt
2003,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,1051.064426,0.053040165,0.085240525,11.55487282,0,0,0,1086.693162,kt
2004,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,1056.793338,0.052294953,0.085288004,12.17152518,0,0,0,1093.030442,kt
2005,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,1159.210247,0.055778414,0.092712608,14.29475108,0,0,0,1199.635635,kt
2006,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,1134.137077,0.053664235,0.090352187,15.09551872,0,0,0,1174.678524,kt
2007,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,1047.600686,0.048798596,0.08421298,16.24987075,0,0,0,1087.533357,kt
2008,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,946.2837331,0.043780825,0.080662168,15.8581471,0,0,0,984.7432178,kt
2009,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,950.3989157,0.043089612,0.078129378,17.14192925,0,0,0,989.4516393,kt
2010,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,1116.899655,0.049798082,0.090008851,20.40894474,0,0,0,1162.555291,kt
2011,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,1377.597718,0.059538665,0.104618264,26.84769139,0,0,0,1433.836332,kt
2012,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,1106.772706,0.047480154,0.09055107,22.92658548,0,0,0,1155.024769,kt
2013,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,898.7245537,0.038648296,0.080335523,17.77130253,0,0,0,938.8669222,kt
2014,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,903.3028415,0.038727006,0.080589273,17.93361374,0,0,0,943.6769688,kt
2015,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,863.259022,0.036840078,0.081732516,17.51038378,0,0,0,903.4600446,kt
2016,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,899.679601,0.03824952,0.083693411,18.49815775,0,0,0,941.4274991,kt
2017,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,803.0137648,0.034251138,0.081219904,15.82364693,0,0,0,841.319718,kt
2018,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,772.9621105,0.032735303,0.076116594,15.56009154,0,0,0,809.609688,kt
2019,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,726.1735197,0.03079308,0.073131151,13.68502081,0,0,0,760.1005018,kt
2020,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,702.9333184,0.029614264,0.066585398,14.78631563,0,0,0,736.1939637,kt
2021,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,681.3635386,0.029123413,0.07276163,12.15854578,0,0,0,713.6193718,kt
2022,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,585.7017565,0.024546632,0.05544575,10.26547899,0,0,0,611.3476651,kt
2023,New Brunswick,22,Transport,Freight Transport,"Heavy Duty Trucks, Rail",, ,584.407593,0.024506737,0.05629869,10.36250278,0,0,0,610.3754372,kt
1990,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,214.2021016,0.018623227,0.005762327,0,0,0,0,216.2505688,kt
1991,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,209.7299621,0.018227696,0.005627343,0,0,0,0,211.7315835,kt
1992,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,206.8816883,0.017937257,0.005539374,0,0,0,0,208.8518656,kt
1993,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,206.0893959,0.017848929,0.005533423,0,0,0,0,208.0555229,kt
1994,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,203.9356849,0.017533216,0.00545152,0,0,0,0,205.8712679,kt
1995,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,202.8293254,0.017549228,0.005434467,0.325777348,0,0,0,205.086615,kt
1996,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,203.9324812,0.01777313,0.005468082,0.506060257,0,0,0,206.3852309,kt
1997,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,205.4967382,0.01790449,0.005491047,0.675703037,0,0,0,208.1288945,kt
1998,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,207.2461925,0.018133406,0.005528603,0.922590272,0,0,0,210.1415978,kt
1999,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,212.2623342,0.018374019,0.005661765,1.640983513,0,0,0,215.918158,kt
2000,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,214.3965592,0.018625389,0.005722114,2.216797095,0,0,0,218.6512273,kt
2001,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,218.858281,0.019209973,0.005841966,2.402651907,0,0,0,223.346933,kt
2002,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,226.3630938,0.019924085,0.006038436,2.675106734,0,0,0,231.1962604,kt
2003,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,230.1483667,0.020435362,0.006154596,2.78627047,0,0,0,235.1377952,kt
2004,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,236.9779093,0.020974789,0.006330769,2.944346579,0,0,0,242.1872037,kt
2005,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,245.6297675,0.021718671,0.006568388,3.33817718,0,0,0,251.3166904,kt
2006,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,243.3614168,0.021576659,0.006500151,3.714790294,0,0,0,249.4028936,kt
2007,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,239.1573992,0.021527314,0.006388113,4.387386552,0,0,0,245.8404005,kt
2008,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,236.7039383,0.02145387,0.006321329,4.853426912,0,0,0,243.8332258,kt
2009,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,234.6792511,0.021583013,0.00627993,5.46818401,0,0,0,242.4159409,kt
2010,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,236.7761289,0.021668581,0.006344788,5.931351872,0,0,0,244.9955698,kt
2011,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,216.114194,0.01954815,0.005774329,6.637732877,0,0,0,224.8294723,kt
2012,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,199.0788587,0.017856124,0.005327027,6.331023635,0,0,0,207.3215161,kt
2013,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,180.569096,0.01612582,0.004860944,5.652754068,0,0,0,187.961523,kt
2014,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,160.5672012,0.014334397,0.004342226,5.549155747,0,0,0,167.66841,kt
2015,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,140.2733176,0.012635237,0.003815306,5.885852293,0,0,0,147.5240126,kt
2016,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,156.5855799,0.014258507,0.004242776,6.816447865,0,0,0,164.9256016,kt
2017,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,157.4438912,0.014230759,0.004258735,5.729853637,0,0,0,164.7007709,kt
2018,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,148.9485732,0.013259917,0.004022846,5.760581899,0,0,0,156.1464869,kt
2019,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,153.8173955,0.013841827,0.004160825,5.11914235,0,0,0,160.4267277,kt
2020,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,132.9855915,0.012169362,0.003648059,4.962419882,0,0,0,139.255489,kt
2021,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,151.8872452,0.013433349,0.004165623,4.377828877,0,0,0,157.7450978,kt
2022,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,231.5901021,0.021009963,0.006229185,5.047876274,0,0,0,238.8769914,kt
2023,New Brunswick,23,Transport,Freight Transport,Aviation and Marine,, ,252.5417385,0.022939231,0.006802889,5.444498918,0,0,0,260.4313016,kt
1990,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,199.1536963,0.420904093,0.00399005,0,0,0,0,211.9963741,kt
1991,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,196.3183526,0.432131664,0.003782484,0,0,0,0,209.4203974,kt
1992,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,200.3855,0.459819619,0.003655454,0,0,0,0,214.2291447,kt
1993,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,219.7695355,0.526765986,0.003855617,0,0,0,0,235.5407217,kt
1994,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,262.7372177,0.653805007,0.004525952,0,0,0,0,282.2431351,kt
1995,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,269.5797846,0.743579069,0.004179431,0,0,0,0,291.5075477,kt
1996,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,298.2681214,0.88358858,0.004244002,0,0,0,0,324.1332622,kt
1997,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,308.6020984,0.934430091,0.004149206,0,0,0,0,335.8656804,kt
1998,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,328.1588482,1.002435089,0.004327516,0,0,0,0,357.3738224,kt
1999,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,385.4302716,1.183794991,0.004957938,0,0,0,0,419.8903848,kt
2000,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,399.9503115,1.194404012,0.005122428,0,0,0,0,434.7510672,kt
2001,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,415.7107051,1.257737593,0.005497144,0,0,0,0,452.384101,kt
2002,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,426.830651,1.29998541,0.005669187,0,0,0,0,464.7325769,kt
2003,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,421.9905582,1.310453405,0.00555231,0,0,0,0,460.1546157,kt
2004,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,432.7672767,1.310636018,0.005835209,0,0,0,0,471.0114155,kt
2005,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,422.1197067,1.270501259,0.005868708,0,0,0,0,459.2489495,kt
2006,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,410.8526066,1.211572724,0.00575712,0,0,0,0,446.3022797,kt
2007,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,401.3469816,1.149396193,0.005746077,0,0,0,0,435.0527854,kt
2008,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,388.7025697,1.107582248,0.005904801,0,0,0,0,421.2796449,kt
2009,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,344.5897588,0.950177403,0.005482395,0,0,0,0,372.6475608,kt
2010,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,383.2339041,0.948991916,0.006487386,0,0,0,0,411.5248351,kt
2011,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,426.9186827,1.042354534,0.008149419,0,0,0,0,458.2642056,kt
2012,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,380.7299859,0.962633951,0.007743156,0,0,0,0,409.7356728,kt
2013,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,318.4494478,0.789479374,0.00680808,0,0,0,0,342.3590116,kt
2014,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,249.8505596,0.604625447,0.005333357,0,0,0,0,268.1934117,kt
2015,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,287.5349354,0.716579933,0.006355737,0,0,0,0,309.2834439,kt
2016,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,312.1791741,0.806336944,0.007053313,0,0,0,0,336.6257366,kt
2017,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,289.8341559,0.70414312,0.006925144,0,0,0,0,311.3853265,kt
2018,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,281.1356252,0.658137847,0.006961554,0,0,0,0,301.4082967,kt
2019,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,268.2110138,0.621742414,0.006821029,0,0,0,0,287.4273741,kt
2020,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,262.9369486,0.59640233,0.006888554,0,0,0,0,281.4616805,kt
2021,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,252.4826518,0.523488965,0.007031304,0,0,0,0,269.0036384,kt
2022,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,230.5133053,0.492326007,0.006410522,0,0,0,0,245.9972218,kt
2023,New Brunswick,24,Transport,"Other: Recreational, Commercial and Residential",,, ,227.3977458,0.474740974,0.006458299,0,0,0,0,242.4019424,kt
1990,New Brunswick,25,Heavy Industry,,,, y,1788.976364,0.205927131,0.083986097,0,0,0,0,1816.998639,kt
1991,New Brunswick,25,Heavy Industry,,,, y,1736.878226,0.180816141,0.07379224,0,0,0,0,1761.496022,kt
1992,New Brunswick,25,Heavy Industry,,,, y,1661.608095,0.167677105,0.068667808,0,0,0,0,1684.500023,kt
1993,New Brunswick,25,Heavy Industry,,,, y,1726.384013,0.16789506,0.06915644,0,0,0,0,1749.411532,kt
1994,New Brunswick,25,Heavy Industry,,,, y,1678.001804,0.186098269,0.07781057,0,0,0,0,1703.832356,kt
1995,New Brunswick,25,Heavy Industry,,,, y,1778.797348,0.193113644,0.081543124,0.008947728,0,0,0,1805.822405,kt
1996,New Brunswick,25,Heavy Industry,,,, y,1867.637764,0.188813936,0.080572638,0.002951845,0,0,0,1894.279255,kt
1997,New Brunswick,25,Heavy Industry,,,, y,1706.054687,0.216529411,0.099499777,0.065887518,0,0,0,1738.550839,kt
1998,New Brunswick,25,Heavy Industry,,,, y,1589.610831,0.227620855,0.10403829,0.091292332,0,0,0,1623.645655,kt
1999,New Brunswick,25,Heavy Industry,,,, y,1639.402392,0.230238831,0.104304349,0.195069499,0,0,0,1673.684801,kt
2000,New Brunswick,25,Heavy Industry,,,, y,1729.815619,0.219872881,0.106281572,0.072703186,0,0,0,1764.209379,kt
2001,New Brunswick,25,Heavy Industry,,,, y,1822.598231,0.218561244,0.09267051,0.228446666,0,0,0,1853.504077,kt
2002,New Brunswick,25,Heavy Industry,,,, y,1709.55462,0.237041896,0.090832574,0.515301511,0,0,0,1740.777727,kt
2003,New Brunswick,25,Heavy Industry,,,, y,1629.091386,0.225725871,0.100618077,0.235909483,0,0,0,1662.31141,kt
2004,New Brunswick,25,Heavy Industry,,,, y,1623.061126,0.197820104,0.094973115,0.108503558,0,0,0,1653.876468,kt
2005,New Brunswick,25,Heavy Industry,,,, y,1264.001975,0.201855572,0.107965214,0.238181291,0,0,0,1298.502894,kt
2006,New Brunswick,25,Heavy Industry,,,, y,1066.220169,0.22408782,0.114198987,0.478347176,0,0,0,1103.235707,kt
2007,New Brunswick,25,Heavy Industry,,,, y,1361.434385,0.262565561,0.119139784,2.197692646,0,0,0,1402.555956,kt
2008,New Brunswick,25,Heavy Industry,,,, y,990.6817734,0.186196515,0.077891997,2.777295457,0,0,0,1019.31395,kt
2009,New Brunswick,25,Heavy Industry,,,, y,995.3850059,0.181738379,0.076632605,5.937819804,0,0,0,1026.719141,kt
2010,New Brunswick,25,Heavy Industry,,,, y,1079.311776,0.173545379,0.061587876,18.51410843,0,0,0,1119.005942,kt
2011,New Brunswick,25,Heavy Industry,,,, y,1197.985113,0.18772615,0.06352829,17.53306593,0,0,0,1237.609508,kt
2012,New Brunswick,25,Heavy Industry,,,, y,1058.977397,0.186933192,0.062183444,19.67294282,0,0,0,1100.363082,kt
2013,New Brunswick,25,Heavy Industry,,,, y,883.9684881,0.176150803,0.058914564,13.22596787,0,0,0,917.7390378,kt
2014,New Brunswick,25,Heavy Industry,,,, y,725.4910461,0.136048293,0.040974819,14.26596124,0,0,0,754.4246867,kt
2015,New Brunswick,25,Heavy Industry,,,, y,746.4045486,0.155096645,0.053651065,9.104934318,0,0,0,774.0697212,kt
2016,New Brunswick,25,Heavy Industry,,,, y,776.4677165,0.174610339,0.065171221,4.983402581,0,0,0,803.6105821,kt
2017,New Brunswick,25,Heavy Industry,,,, y,768.3720927,0.182355616,0.066248689,3.072068919,0,0,0,794.1060214,kt
2018,New Brunswick,25,Heavy Industry,,,, y,797.6260644,0.195488776,0.070886551,3.568717609,0,0,0,825.4534036,kt
2019,New Brunswick,25,Heavy Industry,,,, y,646.6527025,0.184951915,0.065714063,2.696336717,0,0,0,671.9419196,kt
2020,New Brunswick,25,Heavy Industry,,,, y,562.7008617,0.183813451,0.061704231,2.029440243,0,0,0,586.2286998,kt
2021,New Brunswick,25,Heavy Industry,,,, y,609.538479,0.185376272,0.066019981,0.999349215,0,0,0,633.2236588,kt
2022,New Brunswick,25,Heavy Industry,,,, y,728.505001,0.203197427,0.074738648,1.069775794,0,0,0,755.0700464,kt
2023,New Brunswick,25,Heavy Industry,,,, y,580.9942048,0.183177059,0.068322429,0.398791066,0,0,0,604.6273972,kt
1990,New Brunswick,26,Heavy Industry,Mining,,, ,236.7490699,0.019098066,0.003196639,0,0,0,0,238.1309251,kt
1991,New Brunswick,26,Heavy Industry,Mining,,, ,203.5128512,0.020001213,0.002804374,0,0,0,0,204.8160442,kt
1992,New Brunswick,26,Heavy Industry,Mining,,, ,209.595968,0.020835168,0.003196438,0,0,0,0,211.0264088,kt
1993,New Brunswick,26,Heavy Industry,Mining,,, ,228.467996,0.020591635,0.003021415,0,0,0,0,229.8452367,kt
1994,New Brunswick,26,Heavy Industry,Mining,,, ,222.9230828,0.017872697,0.00315407,0,0,0,0,224.2593468,kt
1995,New Brunswick,26,Heavy Industry,Mining,,, ,260.6947317,0.020049689,0.003714818,0,0,0,0,262.2405497,kt
1996,New Brunswick,26,Heavy Industry,Mining,,, ,303.8208707,0.01869449,0.004212308,0,0,0,0,305.4605781,kt
1997,New Brunswick,26,Heavy Industry,Mining,,, ,312.8596034,0.019513412,0.004323457,0,0,0,0,314.5516952,kt
1998,New Brunswick,26,Heavy Industry,Mining,,, ,300.9454033,0.020270881,0.003732378,0,0,0,0,302.5020681,kt
1999,New Brunswick,26,Heavy Industry,Mining,,, ,309.8612508,0.008532095,0.004385042,0,0,0,0,311.2621856,kt
2000,New Brunswick,26,Heavy Industry,Mining,,, ,394.9125348,0.010408161,0.007383117,0,0,0,0,397.1604892,kt
2001,New Brunswick,26,Heavy Industry,Mining,,, ,329.1755876,0.009432646,0.004120619,0,0,0,0,330.5316658,kt
2002,New Brunswick,26,Heavy Industry,Mining,,, ,319.2223161,0.009146571,0.003643859,0,0,0,0,320.4440427,kt
2003,New Brunswick,26,Heavy Industry,Mining,,, ,310.2515054,0.01321319,0.003898785,0,0,0,0,311.6546529,kt
2004,New Brunswick,26,Heavy Industry,Mining,,, ,365.373469,0.018062201,0.004964759,0.025753001,0,0,0,367.2206248,kt
2005,New Brunswick,26,Heavy Industry,Mining,,, ,357.7059777,0.017831931,0.005347599,0.090074526,0,0,0,359.71246,kt
2006,New Brunswick,26,Heavy Industry,Mining,,, ,237.158241,0.013312527,0.003488342,0.281429843,0,0,0,238.7368321,kt
2007,New Brunswick,26,Heavy Industry,Mining,,, ,253.0501801,0.013753155,0.003953406,0.437380668,0,0,0,254.9203017,kt
2008,New Brunswick,26,Heavy Industry,Mining,,, ,189.2266482,0.005373486,0.003237359,0.589415544,0,0,0,190.8244215,kt
2009,New Brunswick,26,Heavy Industry,Mining,,, ,187.5442166,0.005592903,0.003545773,0.840089125,0,0,0,189.480537,kt
2010,New Brunswick,26,Heavy Industry,Mining,,, ,280.0813802,0.008786942,0.004727032,1.222208993,0,0,0,282.8022871,kt
2011,New Brunswick,26,Heavy Industry,Mining,,, ,453.163749,0.014203604,0.008554478,0.685480406,0,0,0,456.513867,kt
2012,New Brunswick,26,Heavy Industry,Mining,,, ,358.4710762,0.017211814,0.007266514,0.058398352,0,0,0,360.9370316,kt
2013,New Brunswick,26,Heavy Industry,Mining,,, ,181.7193428,0.005240847,0.00422741,0.027095594,0,0,0,183.0134458,kt
2014,New Brunswick,26,Heavy Industry,Mining,,, ,144.5751867,0.005065232,0.003760351,0.016898564,0,0,0,145.7304049,kt
2015,New Brunswick,26,Heavy Industry,Mining,,, ,144.5921346,0.004711678,0.004673975,0.024150013,0,0,0,145.9868151,kt
2016,New Brunswick,26,Heavy Industry,Mining,,, ,125.9708348,0.003757863,0.004466469,0.022434922,0,0,0,127.2821042,kt
2017,New Brunswick,26,Heavy Industry,Mining,,, ,94.4457876,0.002406479,0.004191001,0.023757726,0,0,0,95.64754199,kt
2018,New Brunswick,26,Heavy Industry,Mining,,, ,87.54323764,0.003036232,0.004199733,0.090116114,0,0,0,88.83129758,kt
2019,New Brunswick,26,Heavy Industry,Mining,,, ,87.86396785,0.003134307,0.004677618,0.200295628,0,0,0,89.39159284,kt
2020,New Brunswick,26,Heavy Industry,Mining,,, ,81.32814445,0.006523361,0.004453203,0.188945334,0,0,0,82.87984265,kt
2021,New Brunswick,26,Heavy Industry,Mining,,, ,75.00664591,0.002786112,0.004316339,0.093749517,0,0,0,76.32223651,kt
2022,New Brunswick,26,Heavy Industry,Mining,,, ,82.09565365,0.002472577,0.004782476,0.032549149,0,0,0,83.46479123,kt
2023,New Brunswick,26,Heavy Industry,Mining,,, ,84.71046583,0.002731879,0.005185864,0.044816901,0,0,0,86.20602926,kt
1990,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,94.6248806,0.007436405,0.00080257,0,0,0,0,95.04578107,kt
1991,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,85.62542744,0.006390844,0.000729782,0,0,0,0,85.99776327,kt
1992,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,151.241091,0.006413044,0.001189755,0,0,0,0,151.7359413,kt
1993,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,170.5878415,0.006601094,0.001491534,0,0,0,0,171.1679286,kt
1994,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,175.4798581,0.006542416,0.0014685,0,0,0,0,176.0521981,kt
1995,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,176.3793773,0.006091002,0.001395941,0,0,0,0,176.9198497,kt
1996,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,125.692033,0.005559378,0.000886149,0,0,0,0,126.0825249,kt
1997,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,127.0908644,0.005771461,0.000913753,0,0,0,0,127.4946099,kt
1998,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,148.6778198,0.006287183,0.001046562,0,0,0,0,149.1312,kt
1999,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,174.6062583,0.00728738,0.001271886,0,0,0,0,175.1473546,kt
2000,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,155.0678311,0.006238237,0.001068262,0,0,0,0,155.5255911,kt
2001,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,138.7262391,0.006109735,0.000976441,0,0,0,0,139.1560685,kt
2002,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,117.5728171,0.00489544,0.000783088,0,0,0,0,117.9174077,kt
2003,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,84.55411782,0.003730554,0.000565008,0,0,0,0,84.80830044,kt
2004,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,60.25304272,0.000558,0.000372,0,0,0,0,60.36724672,kt
2005,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,85.67833106,0.000867,0.001176,0,0,0,0,86.01424706,kt
2006,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,144.540344,0.001437329,0.00155688,0,0,0,0,144.9931625,kt
2007,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,178.0160223,0.001560479,0.001892062,0,0,0,0,178.5611122,kt
2008,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,185.9181235,0.000742602,0.001402525,0,0,0,0,186.3105854,kt
2009,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,198.969987,0.000922171,0.001560292,0,0,0,0,199.4092853,kt
2010,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,207.1194468,0.003219492,0.001602716,0,0,0,0,207.6343124,kt
2011,New Brunswick,27,Heavy Industry,Smelting and Refining (Non-Ferrous Metals),,, ,204.8730386,0.003310175,0.001724858,0,0,0,0,205.4228108,kt
