"Quebec","Québec","t CO2e/GWh","t d'éq CO2/GWh",3,2.5,2.7,2.4,2.4,2.3,2.6,1.8,0.8,0.9,0.6,0.8,0.8,0.8,0.8,0.1,0.1,0.1,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2
"Saskatchewan","Saskatchewan","t CO2e/GWh","t d'éq CO2/GWh",839.3,802.6,791.6,753.6,844.5,818.7,770,771.5,664.1,672.8,720.3,700.5,681.9,698.3,688.9,410,366.4,299.4,305.5,251.9,249.3,253.4,221,173,166.9,163.2
"Yukon Territory","Yukon","t CO2e/GWh","t d'éq CO2/GWh",69.8,53.2,53,51,44.4,48.3,68.4,42.6,41.2,41.3,44.5,46.9,53,74.9,110,44.6,120.6,68.2,76.9,85.7,88.7,99.3,74.1,46.1,28.7,18.4


"Notes:"
"The electricity grid intensities are calculated from Canada’s greenhouse gas and air pollutant emissions projections 2021 (https://publications.gc.ca/site/fra/9.866115/publication.html)."
"The electricity grid intensities are computed by dividing electricity emissions by electricity sales from the utility grid within a province or territory. Electricity emissions are the sum of emissions from utility electricity production and emissions from industrial electricity sold to the utility grid (including emissions from electricity losses)."
"This methodology implies that imports and exports of electricity are assumed to have an emissions intensity of zero while the electricity imported still contributes to the sales of electricity from the utility grid. This also means that emissions from exported electricity are attributed to the exporting province or territory."
"""x"" indicates content suppressed in order to meet the confidentiality requirements of the Statistics Act."
"""0"" Indicates data truncated due to rounding."
"-: no data."
""
""
"Nota:"
"Les intensités du réseau électrique sont calculées à partir des Projections des émissions de gaz à effet de serre et de polluants atmosphériques au Canada 2021 (https://publications.gc.ca/site/fra/9.866116/publication.html)."
"Les intensités du réseau électrique sont calculées en divisant les émissions de la production d'électricité par les ventes d'électricité des services publics dans une province ou un territoire. Les émissions de la production d'électricité sont la somme des émissions de la production d'électricité des services publics et des émissions de la production d'électricité industrielle vendue aux services publics (y compris les émissions dues aux pertes d'électricité)."
"Cette méthodologie implique que les importations et les exportations d'électricité ont une intensité d'émissions nulle tandis que l'électricité importée est inclus dans les ventes d'électricité par les services publics. Cela signifie également que les émissions de l'électricité exportée sont attribuées à la province ou au territoire exportateur."
"""x"" indique que le contenu a été supprimé afin de respecter les exigences de confidentialité de la Loi sur la statistique."
"""0"" Indique que les données ont été tronquées, parce qu’elles ont été arrondies."
"-: aucune données."
